ID;NAME;WHERE;ADDING1;ADDING2;ADDING3;ADDING4;ADDING5;ADDING6;ADDING7;ADDING8;ADDING9
11927;hallumi;;cheese;garlic sauce;tomatoes;fried eggplant;fried zuccihini;hot sauce;;;
11928;hallumi;;cheese;garlic sauce;tomatoes;fried eggplant;fried zuccihini;chili powder;;;
11929;hallumi;;cheese;garlic sauce;tomatoes;fried eggplant;fried zuccihini;onions;;;
11930;hallumi;;cheese;garlic sauce;tomatoes;fried eggplant;fried potatoes;hot sauce;;;
11931;hallumi;;cheese;garlic sauce;tomatoes;fried eggplant;fried potatoes;chili powder;;;
11932;hallumi;;cheese;garlic sauce;tomatoes;fried eggplant;fried potatoes;onions;;;
11933;hallumi;;cheese;garlic sauce;tomatoes;fried eggplant;hot sauce;chili powder;;;
11934;hallumi;;cheese;garlic sauce;tomatoes;fried eggplant;hot sauce;onions;;;
11935;hallumi;;cheese;garlic sauce;tomatoes;fried eggplant;chili powder;onions;;;
11936;hallumi;;cheese;garlic sauce;tomatoes;fried zuccihini;fried potatoes;hot sauce;;;
11937;hallumi;;cheese;garlic sauce;tomatoes;fried zuccihini;fried potatoes;chili powder;;;
11938;hallumi;;cheese;garlic sauce;tomatoes;fried zuccihini;fried potatoes;onions;;;
11939;hallumi;;cheese;garlic sauce;tomatoes;fried zuccihini;hot sauce;chili powder;;;
11940;hallumi;;cheese;garlic sauce;tomatoes;fried zuccihini;hot sauce;onions;;;
11941;hallumi;;cheese;garlic sauce;tomatoes;fried zuccihini;chili powder;onions;;;
11942;hallumi;;cheese;garlic sauce;tomatoes;fried potatoes;hot sauce;chili powder;;;
11943;hallumi;;cheese;garlic sauce;tomatoes;fried potatoes;hot sauce;onions;;;
11944;hallumi;;cheese;garlic sauce;tomatoes;fried potatoes;chili powder;onions;;;
11945;hallumi;;cheese;garlic sauce;tomatoes;hot sauce;chili powder;onions;;;
11946;hallumi;;cheese;garlic sauce;fried eggplant;fried zuccihini;fried potatoes;hot sauce;;;
11947;hallumi;;cheese;garlic sauce;fried eggplant;fried zuccihini;fried potatoes;chili powder;;;
11948;hallumi;;cheese;garlic sauce;fried eggplant;fried zuccihini;fried potatoes;onions;;;
11949;hallumi;;cheese;garlic sauce;fried eggplant;fried zuccihini;hot sauce;chili powder;;;
11950;hallumi;;cheese;garlic sauce;fried eggplant;fried zuccihini;hot sauce;onions;;;
11951;hallumi;;cheese;garlic sauce;fried eggplant;fried zuccihini;chili powder;onions;;;
11952;hallumi;;cheese;garlic sauce;fried eggplant;fried potatoes;hot sauce;chili powder;;;
11953;hallumi;;cheese;garlic sauce;fried eggplant;fried potatoes;hot sauce;onions;;;
11954;hallumi;;cheese;garlic sauce;fried eggplant;fried potatoes;chili powder;onions;;;
11955;hallumi;;cheese;garlic sauce;fried eggplant;hot sauce;chili powder;onions;;;
11956;hallumi;;cheese;garlic sauce;fried zuccihini;fried potatoes;hot sauce;chili powder;;;
11957;hallumi;;cheese;garlic sauce;fried zuccihini;fried potatoes;hot sauce;onions;;;
11958;hallumi;;cheese;garlic sauce;fried zuccihini;fried potatoes;chili powder;onions;;;
11959;hallumi;;cheese;garlic sauce;fried zuccihini;hot sauce;chili powder;onions;;;
11960;hallumi;;cheese;garlic sauce;fried potatoes;hot sauce;chili powder;onions;;;
11961;hallumi;;cheese;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;;;
11962;hallumi;;cheese;herb sauce;tomatoes;fried eggplant;fried zuccihini;hot sauce;;;
11963;hallumi;;cheese;herb sauce;tomatoes;fried eggplant;fried zuccihini;chili powder;;;
11964;hallumi;;cheese;herb sauce;tomatoes;fried eggplant;fried zuccihini;onions;;;
11965;hallumi;;cheese;herb sauce;tomatoes;fried eggplant;fried potatoes;hot sauce;;;
11966;hallumi;;cheese;herb sauce;tomatoes;fried eggplant;fried potatoes;chili powder;;;
11967;hallumi;;cheese;herb sauce;tomatoes;fried eggplant;fried potatoes;onions;;;
11968;hallumi;;cheese;herb sauce;tomatoes;fried eggplant;hot sauce;chili powder;;;
11969;hallumi;;cheese;herb sauce;tomatoes;fried eggplant;hot sauce;onions;;;
11970;hallumi;;cheese;herb sauce;tomatoes;fried eggplant;chili powder;onions;;;
11971;hallumi;;cheese;herb sauce;tomatoes;fried zuccihini;fried potatoes;hot sauce;;;
11972;hallumi;;cheese;herb sauce;tomatoes;fried zuccihini;fried potatoes;chili powder;;;
11973;hallumi;;cheese;herb sauce;tomatoes;fried zuccihini;fried potatoes;onions;;;
11974;hallumi;;cheese;herb sauce;tomatoes;fried zuccihini;hot sauce;chili powder;;;
11975;hallumi;;cheese;herb sauce;tomatoes;fried zuccihini;hot sauce;onions;;;
11976;hallumi;;cheese;herb sauce;tomatoes;fried zuccihini;chili powder;onions;;;
11977;hallumi;;cheese;herb sauce;tomatoes;fried potatoes;hot sauce;chili powder;;;
11978;hallumi;;cheese;herb sauce;tomatoes;fried potatoes;hot sauce;onions;;;
11979;hallumi;;cheese;herb sauce;tomatoes;fried potatoes;chili powder;onions;;;
11980;hallumi;;cheese;herb sauce;tomatoes;hot sauce;chili powder;onions;;;
11981;hallumi;;cheese;herb sauce;fried eggplant;fried zuccihini;fried potatoes;hot sauce;;;
11982;hallumi;;cheese;herb sauce;fried eggplant;fried zuccihini;fried potatoes;chili powder;;;
11983;hallumi;;cheese;herb sauce;fried eggplant;fried zuccihini;fried potatoes;onions;;;
11984;hallumi;;cheese;herb sauce;fried eggplant;fried zuccihini;hot sauce;chili powder;;;
11985;hallumi;;cheese;herb sauce;fried eggplant;fried zuccihini;hot sauce;onions;;;
11986;hallumi;;cheese;herb sauce;fried eggplant;fried zuccihini;chili powder;onions;;;
11987;hallumi;;cheese;herb sauce;fried eggplant;fried potatoes;hot sauce;chili powder;;;
11988;hallumi;;cheese;herb sauce;fried eggplant;fried potatoes;hot sauce;onions;;;
11989;hallumi;;cheese;herb sauce;fried eggplant;fried potatoes;chili powder;onions;;;
11990;hallumi;;cheese;herb sauce;fried eggplant;hot sauce;chili powder;onions;;;
11991;hallumi;;cheese;herb sauce;fried zuccihini;fried potatoes;hot sauce;chili powder;;;
11992;hallumi;;cheese;herb sauce;fried zuccihini;fried potatoes;hot sauce;onions;;;
11993;hallumi;;cheese;herb sauce;fried zuccihini;fried potatoes;chili powder;onions;;;
11994;hallumi;;cheese;herb sauce;fried zuccihini;hot sauce;chili powder;onions;;;
11995;hallumi;;cheese;herb sauce;fried potatoes;hot sauce;chili powder;onions;;;
11996;hallumi;;cheese;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;;;
11997;hallumi;;cheese;tomatoes;fried eggplant;fried zuccihini;fried potatoes;chili powder;;;
11998;hallumi;;cheese;tomatoes;fried eggplant;fried zuccihini;fried potatoes;onions;;;
11999;hallumi;;cheese;tomatoes;fried eggplant;fried zuccihini;hot sauce;chili powder;;;
12000;hallumi;;cheese;tomatoes;fried eggplant;fried zuccihini;hot sauce;onions;;;
12001;hallumi;;cheese;tomatoes;fried eggplant;fried zuccihini;chili powder;onions;;;
12002;hallumi;;cheese;tomatoes;fried eggplant;fried potatoes;hot sauce;chili powder;;;
12003;hallumi;;cheese;tomatoes;fried eggplant;fried potatoes;hot sauce;onions;;;
12004;hallumi;;cheese;tomatoes;fried eggplant;fried potatoes;chili powder;onions;;;
12005;hallumi;;cheese;tomatoes;fried eggplant;hot sauce;chili powder;onions;;;
12006;hallumi;;cheese;tomatoes;fried zuccihini;fried potatoes;hot sauce;chili powder;;;
12007;hallumi;;cheese;tomatoes;fried zuccihini;fried potatoes;hot sauce;onions;;;
12008;hallumi;;cheese;tomatoes;fried zuccihini;fried potatoes;chili powder;onions;;;
12009;hallumi;;cheese;tomatoes;fried zuccihini;hot sauce;chili powder;onions;;;
12010;hallumi;;cheese;tomatoes;fried potatoes;hot sauce;chili powder;onions;;;
12011;hallumi;;cheese;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;;;
12012;hallumi;;cheese;fried eggplant;fried zuccihini;fried potatoes;hot sauce;onions;;;
12013;hallumi;;cheese;fried eggplant;fried zuccihini;fried potatoes;chili powder;onions;;;
12014;hallumi;;cheese;fried eggplant;fried zuccihini;hot sauce;chili powder;onions;;;
12015;hallumi;;cheese;fried eggplant;fried potatoes;hot sauce;chili powder;onions;;;
12016;hallumi;;cheese;fried zuccihini;fried potatoes;hot sauce;chili powder;onions;;;
12017;hallumi;;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;;;
12018;hallumi;;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;hot sauce;;;
12019;hallumi;;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;chili powder;;;
12020;hallumi;;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;onions;;;
12021;hallumi;;garlic sauce;herb sauce;tomatoes;fried eggplant;fried potatoes;hot sauce;;;
12022;hallumi;;garlic sauce;herb sauce;tomatoes;fried eggplant;fried potatoes;chili powder;;;
12023;hallumi;;garlic sauce;herb sauce;tomatoes;fried eggplant;fried potatoes;onions;;;
12024;hallumi;;garlic sauce;herb sauce;tomatoes;fried eggplant;hot sauce;chili powder;;;
12025;hallumi;;garlic sauce;herb sauce;tomatoes;fried eggplant;hot sauce;onions;;;
12026;hallumi;;garlic sauce;herb sauce;tomatoes;fried eggplant;chili powder;onions;;;
12027;hallumi;;garlic sauce;herb sauce;tomatoes;fried zuccihini;fried potatoes;hot sauce;;;
12028;hallumi;;garlic sauce;herb sauce;tomatoes;fried zuccihini;fried potatoes;chili powder;;;
12029;hallumi;;garlic sauce;herb sauce;tomatoes;fried zuccihini;fried potatoes;onions;;;
12030;hallumi;;garlic sauce;herb sauce;tomatoes;fried zuccihini;hot sauce;chili powder;;;
12031;hallumi;;garlic sauce;herb sauce;tomatoes;fried zuccihini;hot sauce;onions;;;
12032;hallumi;;garlic sauce;herb sauce;tomatoes;fried zuccihini;chili powder;onions;;;
12033;hallumi;;garlic sauce;herb sauce;tomatoes;fried potatoes;hot sauce;chili powder;;;
12034;hallumi;;garlic sauce;herb sauce;tomatoes;fried potatoes;hot sauce;onions;;;
12035;hallumi;;garlic sauce;herb sauce;tomatoes;fried potatoes;chili powder;onions;;;
12036;hallumi;;garlic sauce;herb sauce;tomatoes;hot sauce;chili powder;onions;;;
12037;hallumi;;garlic sauce;herb sauce;fried eggplant;fried zuccihini;fried potatoes;hot sauce;;;
12038;hallumi;;garlic sauce;herb sauce;fried eggplant;fried zuccihini;fried potatoes;chili powder;;;
12039;hallumi;;garlic sauce;herb sauce;fried eggplant;fried zuccihini;fried potatoes;onions;;;
12040;hallumi;;garlic sauce;herb sauce;fried eggplant;fried zuccihini;hot sauce;chili powder;;;
12041;hallumi;;garlic sauce;herb sauce;fried eggplant;fried zuccihini;hot sauce;onions;;;
12042;hallumi;;garlic sauce;herb sauce;fried eggplant;fried zuccihini;chili powder;onions;;;
12043;hallumi;;garlic sauce;herb sauce;fried eggplant;fried potatoes;hot sauce;chili powder;;;
12044;hallumi;;garlic sauce;herb sauce;fried eggplant;fried potatoes;hot sauce;onions;;;
12045;hallumi;;garlic sauce;herb sauce;fried eggplant;fried potatoes;chili powder;onions;;;
12046;hallumi;;garlic sauce;herb sauce;fried eggplant;hot sauce;chili powder;onions;;;
12047;hallumi;;garlic sauce;herb sauce;fried zuccihini;fried potatoes;hot sauce;chili powder;;;
12048;hallumi;;garlic sauce;herb sauce;fried zuccihini;fried potatoes;hot sauce;onions;;;
12049;hallumi;;garlic sauce;herb sauce;fried zuccihini;fried potatoes;chili powder;onions;;;
12050;hallumi;;garlic sauce;herb sauce;fried zuccihini;hot sauce;chili powder;onions;;;
12051;hallumi;;garlic sauce;herb sauce;fried potatoes;hot sauce;chili powder;onions;;;
12052;hallumi;;garlic sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;;;
12053;hallumi;;garlic sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;chili powder;;;
12054;hallumi;;garlic sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;onions;;;
12055;hallumi;;garlic sauce;tomatoes;fried eggplant;fried zuccihini;hot sauce;chili powder;;;
12056;hallumi;;garlic sauce;tomatoes;fried eggplant;fried zuccihini;hot sauce;onions;;;
12057;hallumi;;garlic sauce;tomatoes;fried eggplant;fried zuccihini;chili powder;onions;;;
12058;hallumi;;garlic sauce;tomatoes;fried eggplant;fried potatoes;hot sauce;chili powder;;;
12059;hallumi;;garlic sauce;tomatoes;fried eggplant;fried potatoes;hot sauce;onions;;;
12060;hallumi;;garlic sauce;tomatoes;fried eggplant;fried potatoes;chili powder;onions;;;
12061;hallumi;;garlic sauce;tomatoes;fried eggplant;hot sauce;chili powder;onions;;;
12062;hallumi;;garlic sauce;tomatoes;fried zuccihini;fried potatoes;hot sauce;chili powder;;;
12063;hallumi;;garlic sauce;tomatoes;fried zuccihini;fried potatoes;hot sauce;onions;;;
12064;hallumi;;garlic sauce;tomatoes;fried zuccihini;fried potatoes;chili powder;onions;;;
12065;hallumi;;garlic sauce;tomatoes;fried zuccihini;hot sauce;chili powder;onions;;;
12066;hallumi;;garlic sauce;tomatoes;fried potatoes;hot sauce;chili powder;onions;;;
12067;hallumi;;garlic sauce;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;;;
12068;hallumi;;garlic sauce;fried eggplant;fried zuccihini;fried potatoes;hot sauce;onions;;;
12069;hallumi;;garlic sauce;fried eggplant;fried zuccihini;fried potatoes;chili powder;onions;;;
12070;hallumi;;garlic sauce;fried eggplant;fried zuccihini;hot sauce;chili powder;onions;;;
12071;hallumi;;garlic sauce;fried eggplant;fried potatoes;hot sauce;chili powder;onions;;;
12072;hallumi;;garlic sauce;fried zuccihini;fried potatoes;hot sauce;chili powder;onions;;;
12073;hallumi;;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;;;
12074;hallumi;;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;chili powder;;;
12075;hallumi;;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;onions;;;
12076;hallumi;;herb sauce;tomatoes;fried eggplant;fried zuccihini;hot sauce;chili powder;;;
12077;hallumi;;herb sauce;tomatoes;fried eggplant;fried zuccihini;hot sauce;onions;;;
12078;hallumi;;herb sauce;tomatoes;fried eggplant;fried zuccihini;chili powder;onions;;;
12079;hallumi;;herb sauce;tomatoes;fried eggplant;fried potatoes;hot sauce;chili powder;;;
12080;hallumi;;herb sauce;tomatoes;fried eggplant;fried potatoes;hot sauce;onions;;;
12081;hallumi;;herb sauce;tomatoes;fried eggplant;fried potatoes;chili powder;onions;;;
12082;hallumi;;herb sauce;tomatoes;fried eggplant;hot sauce;chili powder;onions;;;
12083;hallumi;;herb sauce;tomatoes;fried zuccihini;fried potatoes;hot sauce;chili powder;;;
12084;hallumi;;herb sauce;tomatoes;fried zuccihini;fried potatoes;hot sauce;onions;;;
12085;hallumi;;herb sauce;tomatoes;fried zuccihini;fried potatoes;chili powder;onions;;;
12086;hallumi;;herb sauce;tomatoes;fried zuccihini;hot sauce;chili powder;onions;;;
12087;hallumi;;herb sauce;tomatoes;fried potatoes;hot sauce;chili powder;onions;;;
12088;hallumi;;herb sauce;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;;;
12089;hallumi;;herb sauce;fried eggplant;fried zuccihini;fried potatoes;hot sauce;onions;;;
12090;hallumi;;herb sauce;fried eggplant;fried zuccihini;fried potatoes;chili powder;onions;;;
12091;hallumi;;herb sauce;fried eggplant;fried zuccihini;hot sauce;chili powder;onions;;;
12092;hallumi;;herb sauce;fried eggplant;fried potatoes;hot sauce;chili powder;onions;;;
12093;hallumi;;herb sauce;fried zuccihini;fried potatoes;hot sauce;chili powder;onions;;;
12094;hallumi;;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;;;
12095;hallumi;;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;onions;;;
12096;hallumi;;tomatoes;fried eggplant;fried zuccihini;fried potatoes;chili powder;onions;;;
12097;hallumi;;tomatoes;fried eggplant;fried zuccihini;hot sauce;chili powder;onions;;;
12098;hallumi;;tomatoes;fried eggplant;fried potatoes;hot sauce;chili powder;onions;;;
12099;hallumi;;tomatoes;fried zuccihini;fried potatoes;hot sauce;chili powder;onions;;;
12100;hallumi;;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;onions;;;
12101;hallumi;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;;
12102;hallumi;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;hot sauce;;
12103;hallumi;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;chili powder;;
12104;hallumi;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;onions;;
12105;hallumi;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;fried potatoes;hot sauce;;
12106;hallumi;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;fried potatoes;chili powder;;
12107;hallumi;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;fried potatoes;onions;;
12108;hallumi;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;hot sauce;chili powder;;
12109;hallumi;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;hot sauce;onions;;
12110;hallumi;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;chili powder;onions;;
12111;hallumi;;cheese;garlic sauce;herb sauce;tomatoes;fried zuccihini;fried potatoes;hot sauce;;
12112;hallumi;;cheese;garlic sauce;herb sauce;tomatoes;fried zuccihini;fried potatoes;chili powder;;
12113;hallumi;;cheese;garlic sauce;herb sauce;tomatoes;fried zuccihini;fried potatoes;onions;;
12114;hallumi;;cheese;garlic sauce;herb sauce;tomatoes;fried zuccihini;hot sauce;chili powder;;
12115;hallumi;;cheese;garlic sauce;herb sauce;tomatoes;fried zuccihini;hot sauce;onions;;
12116;hallumi;;cheese;garlic sauce;herb sauce;tomatoes;fried zuccihini;chili powder;onions;;
12117;hallumi;;cheese;garlic sauce;herb sauce;tomatoes;fried potatoes;hot sauce;chili powder;;
12118;hallumi;;cheese;garlic sauce;herb sauce;tomatoes;fried potatoes;hot sauce;onions;;
12119;hallumi;;cheese;garlic sauce;herb sauce;tomatoes;fried potatoes;chili powder;onions;;
12120;hallumi;;cheese;garlic sauce;herb sauce;tomatoes;hot sauce;chili powder;onions;;
12121;hallumi;;cheese;garlic sauce;herb sauce;fried eggplant;fried zuccihini;fried potatoes;hot sauce;;
12122;hallumi;;cheese;garlic sauce;herb sauce;fried eggplant;fried zuccihini;fried potatoes;chili powder;;
12123;hallumi;;cheese;garlic sauce;herb sauce;fried eggplant;fried zuccihini;fried potatoes;onions;;
12124;hallumi;;cheese;garlic sauce;herb sauce;fried eggplant;fried zuccihini;hot sauce;chili powder;;
12125;hallumi;;cheese;garlic sauce;herb sauce;fried eggplant;fried zuccihini;hot sauce;onions;;
12126;hallumi;;cheese;garlic sauce;herb sauce;fried eggplant;fried zuccihini;chili powder;onions;;
12127;hallumi;;cheese;garlic sauce;herb sauce;fried eggplant;fried potatoes;hot sauce;chili powder;;
12128;hallumi;;cheese;garlic sauce;herb sauce;fried eggplant;fried potatoes;hot sauce;onions;;
12129;hallumi;;cheese;garlic sauce;herb sauce;fried eggplant;fried potatoes;chili powder;onions;;
12130;hallumi;;cheese;garlic sauce;herb sauce;fried eggplant;hot sauce;chili powder;onions;;
12131;hallumi;;cheese;garlic sauce;herb sauce;fried zuccihini;fried potatoes;hot sauce;chili powder;;
12132;hallumi;;cheese;garlic sauce;herb sauce;fried zuccihini;fried potatoes;hot sauce;onions;;
12133;hallumi;;cheese;garlic sauce;herb sauce;fried zuccihini;fried potatoes;chili powder;onions;;
12134;hallumi;;cheese;garlic sauce;herb sauce;fried zuccihini;hot sauce;chili powder;onions;;
12135;hallumi;;cheese;garlic sauce;herb sauce;fried potatoes;hot sauce;chili powder;onions;;
12136;hallumi;;cheese;garlic sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;;
12137;hallumi;;cheese;garlic sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;chili powder;;
12138;hallumi;;cheese;garlic sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;onions;;
12139;hallumi;;cheese;garlic sauce;tomatoes;fried eggplant;fried zuccihini;hot sauce;chili powder;;
12140;hallumi;;cheese;garlic sauce;tomatoes;fried eggplant;fried zuccihini;hot sauce;onions;;
12141;hallumi;;cheese;garlic sauce;tomatoes;fried eggplant;fried zuccihini;chili powder;onions;;
12142;hallumi;;cheese;garlic sauce;tomatoes;fried eggplant;fried potatoes;hot sauce;chili powder;;
12143;hallumi;;cheese;garlic sauce;tomatoes;fried eggplant;fried potatoes;hot sauce;onions;;
12144;hallumi;;cheese;garlic sauce;tomatoes;fried eggplant;fried potatoes;chili powder;onions;;
12145;hallumi;;cheese;garlic sauce;tomatoes;fried eggplant;hot sauce;chili powder;onions;;
12146;hallumi;;cheese;garlic sauce;tomatoes;fried zuccihini;fried potatoes;hot sauce;chili powder;;
12147;hallumi;;cheese;garlic sauce;tomatoes;fried zuccihini;fried potatoes;hot sauce;onions;;
12148;hallumi;;cheese;garlic sauce;tomatoes;fried zuccihini;fried potatoes;chili powder;onions;;
12149;hallumi;;cheese;garlic sauce;tomatoes;fried zuccihini;hot sauce;chili powder;onions;;
12150;hallumi;;cheese;garlic sauce;tomatoes;fried potatoes;hot sauce;chili powder;onions;;
12151;hallumi;;cheese;garlic sauce;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;;
12152;hallumi;;cheese;garlic sauce;fried eggplant;fried zuccihini;fried potatoes;hot sauce;onions;;
12153;hallumi;;cheese;garlic sauce;fried eggplant;fried zuccihini;fried potatoes;chili powder;onions;;
12154;hallumi;;cheese;garlic sauce;fried eggplant;fried zuccihini;hot sauce;chili powder;onions;;
12155;hallumi;;cheese;garlic sauce;fried eggplant;fried potatoes;hot sauce;chili powder;onions;;
12156;hallumi;;cheese;garlic sauce;fried zuccihini;fried potatoes;hot sauce;chili powder;onions;;
12157;hallumi;;cheese;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;;
12158;hallumi;;cheese;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;chili powder;;
12159;hallumi;;cheese;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;onions;;
12160;hallumi;;cheese;herb sauce;tomatoes;fried eggplant;fried zuccihini;hot sauce;chili powder;;
12161;hallumi;;cheese;herb sauce;tomatoes;fried eggplant;fried zuccihini;hot sauce;onions;;
12162;hallumi;;cheese;herb sauce;tomatoes;fried eggplant;fried zuccihini;chili powder;onions;;
12163;hallumi;;cheese;herb sauce;tomatoes;fried eggplant;fried potatoes;hot sauce;chili powder;;
12164;hallumi;;cheese;herb sauce;tomatoes;fried eggplant;fried potatoes;hot sauce;onions;;
12165;hallumi;;cheese;herb sauce;tomatoes;fried eggplant;fried potatoes;chili powder;onions;;
12166;hallumi;;cheese;herb sauce;tomatoes;fried eggplant;hot sauce;chili powder;onions;;
12167;hallumi;;cheese;herb sauce;tomatoes;fried zuccihini;fried potatoes;hot sauce;chili powder;;
12168;hallumi;;cheese;herb sauce;tomatoes;fried zuccihini;fried potatoes;hot sauce;onions;;
12169;hallumi;;cheese;herb sauce;tomatoes;fried zuccihini;fried potatoes;chili powder;onions;;
12170;hallumi;;cheese;herb sauce;tomatoes;fried zuccihini;hot sauce;chili powder;onions;;
12171;hallumi;;cheese;herb sauce;tomatoes;fried potatoes;hot sauce;chili powder;onions;;
12172;hallumi;;cheese;herb sauce;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;;
12173;hallumi;;cheese;herb sauce;fried eggplant;fried zuccihini;fried potatoes;hot sauce;onions;;
12174;hallumi;;cheese;herb sauce;fried eggplant;fried zuccihini;fried potatoes;chili powder;onions;;
12175;hallumi;;cheese;herb sauce;fried eggplant;fried zuccihini;hot sauce;chili powder;onions;;
12176;hallumi;;cheese;herb sauce;fried eggplant;fried potatoes;hot sauce;chili powder;onions;;
12177;hallumi;;cheese;herb sauce;fried zuccihini;fried potatoes;hot sauce;chili powder;onions;;
12178;hallumi;;cheese;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;;
12179;hallumi;;cheese;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;onions;;
12180;hallumi;;cheese;tomatoes;fried eggplant;fried zuccihini;fried potatoes;chili powder;onions;;
12181;hallumi;;cheese;tomatoes;fried eggplant;fried zuccihini;hot sauce;chili powder;onions;;
12182;hallumi;;cheese;tomatoes;fried eggplant;fried potatoes;hot sauce;chili powder;onions;;
12183;hallumi;;cheese;tomatoes;fried zuccihini;fried potatoes;hot sauce;chili powder;onions;;
12184;hallumi;;cheese;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;onions;;
12185;hallumi;;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;;
12186;hallumi;;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;chili powder;;
12187;hallumi;;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;onions;;
12188;hallumi;;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;hot sauce;chili powder;;
12189;hallumi;;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;hot sauce;onions;;
12190;hallumi;;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;chili powder;onions;;
12191;hallumi;;garlic sauce;herb sauce;tomatoes;fried eggplant;fried potatoes;hot sauce;chili powder;;
12192;hallumi;;garlic sauce;herb sauce;tomatoes;fried eggplant;fried potatoes;hot sauce;onions;;
12193;hallumi;;garlic sauce;herb sauce;tomatoes;fried eggplant;fried potatoes;chili powder;onions;;
12194;hallumi;;garlic sauce;herb sauce;tomatoes;fried eggplant;hot sauce;chili powder;onions;;
12195;hallumi;;garlic sauce;herb sauce;tomatoes;fried zuccihini;fried potatoes;hot sauce;chili powder;;
12196;hallumi;;garlic sauce;herb sauce;tomatoes;fried zuccihini;fried potatoes;hot sauce;onions;;
12197;hallumi;;garlic sauce;herb sauce;tomatoes;fried zuccihini;fried potatoes;chili powder;onions;;
12198;hallumi;;garlic sauce;herb sauce;tomatoes;fried zuccihini;hot sauce;chili powder;onions;;
12199;hallumi;;garlic sauce;herb sauce;tomatoes;fried potatoes;hot sauce;chili powder;onions;;
12200;hallumi;;garlic sauce;herb sauce;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;;
12201;hallumi;;garlic sauce;herb sauce;fried eggplant;fried zuccihini;fried potatoes;hot sauce;onions;;
12202;hallumi;;garlic sauce;herb sauce;fried eggplant;fried zuccihini;fried potatoes;chili powder;onions;;
12203;hallumi;;garlic sauce;herb sauce;fried eggplant;fried zuccihini;hot sauce;chili powder;onions;;
12204;hallumi;;garlic sauce;herb sauce;fried eggplant;fried potatoes;hot sauce;chili powder;onions;;
12205;hallumi;;garlic sauce;herb sauce;fried zuccihini;fried potatoes;hot sauce;chili powder;onions;;
12206;hallumi;;garlic sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;;
12207;hallumi;;garlic sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;onions;;
12208;hallumi;;garlic sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;chili powder;onions;;
